Name;SI;Handles;VM;WS;PM;NPM;Path;Company;CPU;FileVersion;ProductVersion;Description;Product;__NounName;BasePriority;ExitCode;HasExited;ExitTime;Handle;SafeHandle;HandleCount;Id;MachineName;MainWindowHandle;MainWindowTitle;MainModule;MaxWorkingSet;MinWorkingSet;Modules;NonpagedSystemMemorySize;NonpagedSystemMemorySize64;PagedMemorySize;PagedMemorySize64;PagedSystemMemorySize;PagedSystemMemorySize64;PeakPagedMemorySize;PeakPagedMemorySize64;PeakWorkingSet;PeakWorkingSet64;PeakVirtualMemorySize;PeakVirtualMemorySize64;PriorityBoostEnabled;PriorityClass;PrivateMemorySize;PrivateMemorySize64;PrivilegedProcessorTime;ProcessName;ProcessorAffinity;Responding;SessionId;StartInfo;StartTime;SynchronizingObject;Threads;TotalProcessorTime;UserProcessorTime;VirtualMemorySize;VirtualMemorySize64;EnableRaisingEvents;StandardInput;StandardOutput;StandardError;WorkingSet;WorkingSet64;Site;Container
Microsoft.Photos;3;1065;886202368;26259456;58925056;63600;C:\Program Files\WindowsApps\Microsoft.Windows.Photos_17.313.10010.0_x64__8wekyb3d8bbwe\Microsoft.Photos.exe;Microsoft Corporation;2,671875;1.0.1703.13001;1.0.170313001-release;Microsoft.Photos.exe;Photos;Process;8;;False;;2792;Microsoft.Win32.SafeHandles.SafeProcessHandle;1065;5856;.;68782;Photos;System.Diagnostics.ProcessModule (Microsoft.Photos.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;63600;63600;58925056;58925056;988160;988160;68083712;68083712;124948480;124948480;905830400;905830400;True;Normal;58925056;58925056;00:00:00.7187500;Microsoft.Photos;15;False;3;System.Diagnostics.ProcessStartInfo;26/04/2017 17:06;;System.Diagnostics.ProcessThreadCollection;00:00:02.6718750;00:00:01.9531250;886202368;886202368;False;;;;26259456;26259456;;
Microsoft.PowerBI.EnterpriseGateway;0;658;679534592;28094464;61104128;63312;;;;;;;;Process;8;;;;;;658;3420;.;0;;;;;;63312;63312;61104128;61104128;485000;485000;70471680;70471680;70787072;70787072;689250304;689250304;;;61104128;61104128;;Microsoft.PowerBI.EnterpriseGateway;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;679534592;679534592;False;;;;28094464;28094464;;
MSASCuiL;3;229;2,19913E+12;2707456;4632576;17168;C:\Program Files\Windows Defender\MSASCuiL.exe;Microsoft Corporation;2,859375;4.10.14393.1066 (rs1_release_sec.170327-1835);4.10.14393.1066;Windows Defender notification icon;Microsoft? Windows? Operating System;Process;8;;False;;2716;Microsoft.Win32.SafeHandles.SafeProcessHandle;229;16116;.;0;;System.Diagnostics.ProcessModule (MSASCuiL.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;17168;17168;4632576;4632576;227296;227296;7471104;7471104;15671296;15671296;115015680;2,19914E+12;True;Normal;4632576;4632576;00:00:02.3437500;MSASCuiL;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:30;;System.Diagnostics.ProcessThreadCollection;00:00:02.8593750;00:00:00.5156250;109039616;2,19913E+12;False;;;;2707456;2707456;;
mshta;3;667;442884096;24313856;41586688;63176;C:\Windows\SysWOW64\mshta.exe;Microsoft Corporation;71,46875;11.00.14393.0 (rs1_release.160715-1616);11.00.14393.0;H?te des applications HTML de Microsoft(R);Internet Explorer;Process;6;;False;;4072;Microsoft.Win32.SafeHandles.SafeProcessHandle;667;8908;.;199050;;System.Diagnostics.ProcessModule (mshta.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;63176;63176;41586688;41586688;525800;525800;63324160;63324160;64200704;64200704;451293184;451293184;True;BelowNormal;41586688;41586688;00:00:47.2031250;mshta;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 12:26;;System.Diagnostics.ProcessThreadCollection;00:01:11.4687500;00:00:24.2656250;442884096;442884096;False;;;;24313856;24313856;;
msmdsrv;3;1883;872423424;51384320;127041536;66136;C:\Program Files\Microsoft Power BI Desktop\bin\msmdsrv.exe;Microsoft Corporation;5,0625;2016.0140.0001.71 ((BI_ASEngine_DEQFE).170219-0008);14.0.1.71;Microsoft SQL Server Analysis Services;Microsoft SQL Server;Process;8;;False;;4356;Microsoft.Win32.SafeHandles.SafeProcessHandle;1883;11968;.;0;;System.Diagnostics.ProcessModule (msmdsrv.exe);7412183040;1647149056;System.Diagnostics.ProcessModuleCollection;66136;66136;127041536;127041536;640968;640968;131203072;131203072;111931392;111931392;890183680;890183680;True;Normal;127041536;127041536;00:00:01.7812500;msmdsrv;15;True;3;System.Diagnostics.ProcessStartInfo;30/04/2017 16:25;;System.Diagnostics.ProcessThreadCollection;00:00:05.0625000;00:00:03.2812500;872423424;872423424;False;;;;51384320;51384320;;
MsMpEng;0;656;2,1996E+12;73302016;210341888;67736;;;;;;;;Process;8;;;;;;656;2816;.;0;;;;;;67736;67736;210341888;210341888;663464;663464;731836416;731836416;668844032;668844032;1196306432;2,20022E+12;;;210341888;210341888;;MsMpEng;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;572207104;2,1996E+12;False;;;;73302016;73302016;;
MSOIDSVC;0;188;85618688;1503232;7860224;21848;;;;;;;;Process;8;;;;;;188;2644;.;0;;;;;;21848;21848;7860224;7860224;151912;151912;10645504;10645504;13246464;13246464;90853376;90853376;;;7860224;7860224;;MSOIDSVC;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;85618688;85618688;False;;;;1503232;1503232;;
MSOIDSVCM;0;119;66187264;438272;5763072;16768;;;;;;;;Process;8;;;;;;119;3068;.;0;;;;;;16768;16768;5763072;5763072;117944;117944;8642560;8642560;8966144;8966144;73555968;73555968;;;5763072;5763072;;MSOIDSVCM;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;66187264;66187264;False;;;;438272;438272;;
MSOSYNC;3;751;2,19956E+12;39374848;47407104;35208;C:\Program Files\Microsoft Office\Root\Office16\MsoSync.exe;Microsoft Corporation;1,890625;16.0.7369.2127;16.0.7369.2127;Microsoft Office Document Cache;Microsoft Office 2016;Process;8;;False;;3804;Microsoft.Win32.SafeHandles.SafeProcessHandle;751;8580;.;0;;System.Diagnostics.ProcessModule (MsoSync.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;35208;35208;47407104;47407104;758136;758136;56442880;56442880;52666368;52666368;579866624;2,1996E+12;True;Normal;47407104;47407104;00:00:00.4218750;MSOSYNC;15;True;3;System.Diagnostics.ProcessStartInfo;02/05/2017 10:32;;System.Diagnostics.ProcessThreadCollection;00:00:01.8906250;00:00:01.4687500;540155904;2,19956E+12;False;;;;39374848;39374848;;
NisSrv;0;188;2,19913E+12;8093696;23801856;26496;;;;;;;;Process;8;;;;;;188;3564;.;0;;;;;;26496;26496;23801856;23801856;97360;97360;40964096;40964096;44187648;44187648;108380160;2,19913E+12;;;23801856;23801856;;NisSrv;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;106536960;2,19913E+12;False;;;;8093696;8093696;;
OfficeClickToRun;0;794;2,1993E+12;19361792;50507776;37120;;;;;;;;Process;8;;;;;;794;2548;.;0;;;;;;37120;37120;50507776;50507776;336224;336224;75558912;75558912;82370560;82370560;379822080;2,1994E+12;;;50507776;50507776;;OfficeClickToRun;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;277680128;2,1993E+12;False;;;;19361792;19361792;;
OneDrive;3;661;200671232;16199680;13389824;38520;C:\Users\aurera\AppData\Local\Microsoft\OneDrive\OneDrive.exe;Microsoft Corporation;49,75;17.3.6799.0327;17.3.6799.0327;Microsoft OneDrive;Microsoft OneDrive;Process;8;;False;;4372;Microsoft.Win32.SafeHandles.SafeProcessHandle;661;1364;.;0;;System.Diagnostics.ProcessModule (OneDrive.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;38520;38520;13389824;13389824;342512;342512;26136576;26136576;41340928;41340928;225169408;225169408;True;Normal;13389824;13389824;00:00:22.2500000;OneDrive;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:30;;System.Diagnostics.ProcessThreadCollection;00:00:49.7500000;00:00:27.5000000;200671232;200671232;False;;;;16199680;16199680;;
onenoteim;3;1231;2,19958E+12;1134592;50491392;68088;C:\Program Files\WindowsApps\Microsoft.Office.OneNote_17.8067.57711.0_x64__8wekyb3d8bbwe\onenoteim.exe;Microsoft Corporation;2,75;16.0.8067.5771;16.0.8067.5771;OneNote;Microsoft OneNote;Process;8;;False;;4280;Microsoft.Win32.SafeHandles.SafeProcessHandle;1231;1964;.;657760;OneNote;System.Diagnostics.ProcessModule (onenoteim.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;68088;68088;50491392;50491392;978912;978912;64323584;64323584;125734912;125734912;596348928;2,19962E+12;True;Normal;50491392;50491392;00:00:00.9218750;onenoteim;15;False;3;System.Diagnostics.ProcessStartInfo;29/04/2017 14:09;;System.Diagnostics.ProcessThreadCollection;00:00:02.7500000;00:00:01.8281250;555077632;2,19958E+12;False;;;;1134592;1134592;;
OUTLOOK;3;6746;2,20059E+12;183496704;230817792;112176;C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE;Microsoft Corporation;21,734375;16.0.7369.2127;16.0.7369.2127;Microsoft Outlook;Microsoft Outlook;Process;8;;False;;3592;Microsoft.Win32.SafeHandles.SafeProcessHandle;6746;15176;.;396750;Bo?te de r?ception - mycoach@pernod-ricard.com - Outlook;System.Diagnostics.ProcessModule (OUTLOOK.EXE);1413120;204800;System.Diagnostics.ProcessModuleCollection;112176;112176;230817792;230817792;1892528;1892528;254885888;254885888;299417600;299417600;1642115072;2,20067E+12;True;Normal;230817792;230817792;00:00:06.9375000;OUTLOOK;15;True;3;System.Diagnostics.ProcessStartInfo;02/05/2017 10:30;;System.Diagnostics.ProcessThreadCollection;00:00:21.7343750;00:00:14.7968750;1565003776;2,20059E+12;False;;;;183496704;183496704;;
PBIDesktop;3;1749;36230193152;125599744;308359168;204552;C:\Program Files\Microsoft Power BI Desktop\bin\PBIDesktop.exe;Microsoft Corporation;16,1875;2.44.4675.521;2.44.4675.521 (PBIDesktop);Microsoft Power BI Desktop;Microsoft Power BI Desktop;Process;8;;False;;3388;Microsoft.Win32.SafeHandles.SafeProcessHandle;1749;5468;.;461652;;System.Diagnostics.ProcessModule (PBIDesktop.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;204552;204552;308359168;308359168;2073296;2073296;310087680;310087680;402587648;402587648;1951891456;36311629824;True;Normal;308359168;308359168;00:00:05.0468750;PBIDesktop;15;True;3;System.Diagnostics.ProcessStartInfo;30/04/2017 16:25;;System.Diagnostics.ProcessThreadCollection;00:00:16.1875000;00:00:11.1406250;1870454784;36230193152;False;;;;125599744;125599744;;
powershell;3;961;2,19979E+12;98549760;245608448;51584;C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe;Microsoft Corporation;16,984375;10.0.14393.0 (rs1_release.160715-1616);10.0.14393.0;Windows PowerShell;Syst?me d'exploitation Microsoft? Windows?;Process;8;;False;;3304;Microsoft.Win32.SafeHandles.SafeProcessHandle;961;1152;.;0;;System.Diagnostics.ProcessModule (powershell.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;51584;51584;245608448;245608448;622256;622256;260952064;260952064;250429440;250429440;800292864;2,19982E+12;True;Normal;245608448;245608448;00:00:06.1406250;powershell;15;True;3;System.Diagnostics.ProcessStartInfo;02/05/2017 11:00;;System.Diagnostics.ProcessThreadCollection;00:00:17;00:00:10.8593750;764665856;2,19979E+12;False;;;;98549760;98549760;;
powershell;3;456;291020800;3330048;42622976;27048;C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe;Microsoft Corporation;171,484375;10.0.14393.0 (rs1_release.160715-1616);10.0.14393.0;Windows PowerShell;Syst?me d'exploitation Microsoft? Windows?;Process;6;;False;;3680;Microsoft.Win32.SafeHandles.SafeProcessHandle;456;10992;.;0;;System.Diagnostics.ProcessModule (powershell.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;27048;27048;42622976;42622976;411768;411768;49283072;49283072;49430528;49430528;295194624;295194624;True;BelowNormal;42622976;42622976;00:00:06.0625000;powershell;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 12:26;;System.Diagnostics.ProcessThreadCollection;00:02:51.4843750;00:02:45.4218750;291020800;291020800;False;;;;3330048;3330048;;
powershell;3;1149;2,19983E+12;102543360;134230016;56920;;;19,625;;;;;Process;8;;;;;;1149;15356;.;1443824;Administrateur?: Windows PowerShell;;;;;56920;56920;134230016;134230016;742160;742160;202547200;202547200;211857408;211857408;846258176;2,19987E+12;;;134230016;134230016;00:00:06.6875000;powershell;;True;3;System.Diagnostics.ProcessStartInfo;02/05/2017 10:43;;System.Diagnostics.ProcessThreadCollection;00:00:19.6250000;00:00:12.9375000;806682624;2,19983E+12;False;;;;102543360;102543360;;
PresentationFontCache;0;205;555827200;1966080;30052352;36480;;;;;;;;Process;8;;;;;;205;5052;.;0;;;;;;36480;36480;30052352;30052352;259480;259480;32948224;32948224;19435520;19435520;566145024;566145024;;;30052352;30052352;;PresentationFontCache;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;555827200;555827200;False;;;;1966080;1966080;;
RAVBg64;3;370;591327232;532480;20742144;36784;C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe;Realtek Semiconductor;5,90625;1, 0, 0, 236;1, 0, 0, 236;HD Audio Background Process;HD Audio Background Process;Process;6;;False;;4236;Microsoft.Win32.SafeHandles.SafeProcessHandle;370;9124;.;0;;System.Diagnostics.ProcessModule (RAVBg64.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;36784;36784;20742144;20742144;336632;336632;23359488;23359488;26042368;26042368;609972224;609972224;True;BelowNormal;20742144;20742144;00:00:04.7187500;RAVBg64;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:31;;System.Diagnostics.ProcessThreadCollection;00:00:05.9062500;00:00:01.1875000;591327232;591327232;False;;;;532480;532480;;
RAVBg64;3;347;137363456;4632576;12218368;22696;C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe;Realtek Semiconductor;4,1875;1, 0, 0, 236;1, 0, 0, 236;HD Audio Background Process;HD Audio Background Process;Process;8;;False;;2508;Microsoft.Win32.SafeHandles.SafeProcessHandle;347;13468;.;0;;System.Diagnostics.ProcessModule (RAVBg64.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;22696;22696;12218368;12218368;246424;246424;16330752;16330752;21598208;21598208;157597696;157597696;True;Normal;12218368;12218368;00:00:03.2812500;RAVBg64;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:30;;System.Diagnostics.ProcessThreadCollection;00:00:04.1875000;00:00:00.9062500;137363456;137363456;False;;;;4632576;4632576;;
RAVBg64;3;348;117841920;3629056;6152192;16904;;;;;;;;Process;8;;;;;;348;14952;.;0;;;;;;16904;16904;6152192;6152192;225728;225728;8880128;8880128;15605760;15605760;126943232;126943232;;;6152192;6152192;;RAVBg64;;True;3;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;117841920;117841920;False;;;;3629056;3629056;;
RAVBg64;3;271;122433536;2715648;7323648;17176;;;;;;;;Process;8;;;;;;271;15940;.;0;;;;;;17176;17176;7323648;7323648;231328;231328;10076160;10076160;15265792;15265792;132603904;132603904;;;7323648;7323648;;RAVBg64;;True;3;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;122433536;122433536;False;;;;2715648;2715648;;
RtkAudioService64;0;219;79589376;1187840;6500352;18816;;;;;;;;Process;8;;;;;;219;1768;.;0;;;;;;18816;18816;6500352;6500352;139480;139480;9211904;9211904;10457088;10457088;87662592;87662592;;;6500352;6500352;;RtkAudioService64;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;79589376;79589376;False;;;;1187840;1187840;;
RtkNGUI64;3;369;140730368;6934528;7008256;19936;C:\Program Files\Realtek\Audio\HDA\RtkNGUI64.exe;Realtek Semiconductor;3,796875;1.0.534.0;1.0.534.0;Gestionnaire audio HD Realtek;Gestionnaire audio HD Realtek;Process;8;;False;;4156;Microsoft.Win32.SafeHandles.SafeProcessHandle;369;11492;.;0;;System.Diagnostics.ProcessModule (RtkNGUI64.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;19936;19936;7008256;7008256;267984;267984;9715712;9715712;24440832;24440832;161120256;161120256;True;Normal;7008256;7008256;00:00:03.0312500;RtkNGUI64;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:30;;System.Diagnostics.ProcessThreadCollection;00:00:03.7968750;00:00:00.7656250;140730368;140730368;False;;;;6934528;6934528;;
RuntimeBroker;3;1295;2,19935E+12;44417024;26804224;55696;C:\Windows\System32\RuntimeBroker.exe;Microsoft Corporation;63,6875;10.0.14393.0 (rs1_release.160715-1616);10.0.14393.0;Runtime Broker;Microsoft? Windows? Operating System;Process;8;;False;;4248;Microsoft.Win32.SafeHandles.SafeProcessHandle;1295;4552;.;0;;System.Diagnostics.ProcessModule (RuntimeBroker.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;55696;55696;26804224;26804224;633440;633440;41725952;41725952;74530816;74530816;435621888;2,19946E+12;True;Normal;26804224;26804224;00:00:28.9375000;RuntimeBroker;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:30;;System.Diagnostics.ProcessThreadCollection;00:01:03.6875000;00:00:34.7500000;326123520;2,19935E+12;False;;;;44417024;44417024;;
SearchFilterHost;0;93;2,19906E+12;6074368;1249280;7056;;;;;;;;Process;4;;;;;;93;8712;.;0;;;;;;7056;7056;1249280;1249280;79296;79296;1409024;1409024;6230016;6230016;36589568;2,19906E+12;;;1249280;1249280;;SearchFilterHost;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;35016704;2,19906E+12;False;;;;6074368;6074368;;
SearchIndexer;0;802;2,19934E+12;26656768;62963712;86440;;;;;;;;Process;8;;;;;;802;7112;.;0;;;;;;86440;86440;62963712;62963712;291368;291368;83329024;83329024;89915392;89915392;330387456;2,19935E+12;;;62963712;62963712;;SearchIndexer;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;315215872;2,19934E+12;False;;;;26656768;26656768;;
SearchProtocolHost;0;312;2,1991E+12;7680000;2084864;11400;;;;;;;;Process;4;;;;;;312;4212;.;0;;;;;;11400;11400;2084864;2084864;149736;149736;2244608;2244608;10866688;10866688;77520896;2,1991E+12;;;2084864;2084864;;SearchProtocolHost;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;75948032;2,1991E+12;False;;;;7680000;7680000;;
SearchUI;3;990;2,2342E+12;59858944;68481024;74304;C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe;Microsoft Corporation;6,265625;10.0.14393.953 (rs1_release_inmarket.170303-1614);10.0.14393.953;Search and Cortana application;Microsoft? Windows? Operating System;Process;8;;False;;3564;Microsoft.Win32.SafeHandles.SafeProcessHandle;990;6148;.;0;;System.Diagnostics.ProcessModule (SearchUI.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;74304;74304;68481024;68481024;779152;779152;96960512;96960512;144211968;144211968;880955392;2,23426E+12;True;Normal;68481024;68481024;00:00:01.7812500;SearchUI;15;True;3;System.Diagnostics.ProcessStartInfo;29/04/2017 14:04;;System.Diagnostics.ProcessThreadCollection;00:00:06.2656250;00:00:04.4843750;814493696;2,2342E+12;False;;;;59858944;59858944;;
Secure System;0;0;0;2613248;0;0;;;;;;;;Process;8;;;;;;0;428;.;0;;;;;;0;0;0;0;4224;4224;69632;69632;69632;69632;1904640;1904640;;;0;0;;Secure System;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;0;0;False;;;;2613248;2613248;;
services;0;367;2,19905E+12;4100096;3788800;9760;;;;;;;;Process;9;;;;;;367;748;.;0;;;;;;9760;9760;3788800;3788800;138328;138328;5382144;5382144;9023488;9023488;77189120;2,1991E+12;;;3788800;3788800;;services;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;28524544;2,19905E+12;False;;;;4100096;4100096;;
SettingSyncHost;3;191;2,1991E+12;274432;3620864;12768;C:\Windows\system32\SettingSyncHost.exe;Microsoft Corporation;1,265625;10.0.14393.953 (rs1_release_inmarket.170303-1614);10.0.14393.953;Host Process for Setting Synchronization;Microsoft? Windows? Operating System;Process;6;;False;;4100;Microsoft.Win32.SafeHandles.SafeProcessHandle;191;888;.;0;;System.Diagnostics.ProcessModule (SettingSyncHost.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;12768;12768;3620864;3620864;135904;135904;6156288;6156288;14733312;14733312;87126016;2,19911E+12;True;BelowNormal;3620864;3620864;00:00:00.7656250;SettingSyncHost;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 14:41;;System.Diagnostics.ProcessThreadCollection;00:00:01.2656250;00:00:00.5000000;71884800;2,1991E+12;False;;;;274432;274432;;
ShellExperienceHost;3;1922;2,19952E+12;47886336;68825088;74880;C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe;Microsoft Corporation;29,609375;10.0.14393.447 (rs1_release_inmarket.161102-0100);10.0.14393.447;Windows Shell Experience Host;Microsoft? Windows? Operating System;Process;8;;False;;3236;Microsoft.Win32.SafeHandles.SafeProcessHandle;1922;12676;.;0;;System.Diagnostics.ProcessModule (ShellExperienceHost.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;74880;74880;68825088;68825088;1423592;1423592;71868416;71868416;113127424;113127424;515903488;2,19954E+12;True;Normal;68825088;68825088;00:00:07.6875000;ShellExperienceHost;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:30;;System.Diagnostics.ProcessThreadCollection;00:00:29.6093750;00:00:21.9218750;492490752;2,19952E+12;False;;;;47886336;47886336;;
sihost;3;622;2,19917E+12;20123648;10088448;21880;C:\Windows\system32\sihost.exe;Microsoft Corporation;25,34375;10.0.14393.0 (rs1_release.160715-1616);10.0.14393.0;Shell Infrastructure Host;Microsoft? Windows? Operating System;Process;8;;False;;3112;Microsoft.Win32.SafeHandles.SafeProcessHandle;622;5188;.;0;;System.Diagnostics.ProcessModule (sihost.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;21880;21880;10088448;10088448;286616;286616;10739712;10739712;27168768;27168768;152793088;2,19918E+12;True;Normal;10088448;10088448;00:00:16.1250000;sihost;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:30;;System.Diagnostics.ProcessThreadCollection;00:00:25.3437500;00:00:09.2187500;147206144;2,19917E+12;False;;;;20123648;20123648;;
SkypeHost;3;271;150011904;57344;4861952;14264;C:\Program Files\WindowsApps\Microsoft.SkypeApp_11.14.675.0_x64__kzf8qxf38zg5c\SkypeHost.exe;Microsoft Corporation;0,0625;11.14.675.0;11.14.675.0;Microsoft Skype;Microsoft? Skype;Process;8;;False;;2580;Microsoft.Win32.SafeHandles.SafeProcessHandle;271;14740;.;0;;System.Diagnostics.ProcessModule (SkypeHost.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;14264;14264;4861952;4861952;274080;274080;4866048;4866048;19828736;19828736;150020096;150020096;True;Normal;4861952;4861952;00:00:00;SkypeHost;15;True;3;System.Diagnostics.ProcessStartInfo;02/05/2017 09:25;;System.Diagnostics.ProcessThreadCollection;00:00:00.0625000;00:00:00.0625000;150011904;150011904;False;;;;57344;57344;;
smartscreen;3;174;2,23348E+12;15032320;8605696;14632;C:\Windows\System32\smartscreen.exe;Microsoft Corporation;0,03125;10.0.14393.0 (rs1_release.160715-1616);10.0.14393.0;SmartScreen;Syst?me d?exploitation Microsoft? Windows?;Process;8;;False;;3252;Microsoft.Win32.SafeHandles.SafeProcessHandle;174;14780;.;0;;System.Diagnostics.ProcessModule (smartscreen.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;14632;14632;8605696;8605696;163992;163992;8990720;8990720;15298560;15298560;98504704;2,23348E+12;True;Normal;8605696;8605696;00:00:00.0156250;smartscreen;15;True;3;System.Diagnostics.ProcessStartInfo;02/05/2017 11:10;;System.Diagnostics.ProcessThreadCollection;00:00:00.0312500;00:00:00.0156250;96407552;2,23348E+12;False;;;;15032320;15032320;;
smss;0;51;2,19903E+12;221184;409600;2672;;;;;;;;Process;11;;;;;;51;432;.;0;;;;;;2672;2672;409600;409600;12768;12768;442368;442368;1253376;1253376;28659712;2,19905E+12;;;409600;409600;;smss;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;7131136;2,19903E+12;False;;;;221184;221184;;
SndVol;3;188;2,19914E+12;12640256;3133440;16712;C:\Windows\System32\SndVol.exe;Microsoft Corporation;0,21875;10.0.14393.0 (rs1_release.160715-1616);10.0.14393.0;M?langeur de volume;Syst?me d?exploitation Microsoft? Windows?;Process;8;;False;;3848;Microsoft.Win32.SafeHandles.SafeProcessHandle;188;11236;.;2297214;M?langeur de volume - Haut-parleurs (2- Plantronics C520);System.Diagnostics.ProcessModule (SndVol.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;16712;16712;3133440;3133440;233376;233376;3284992;3284992;13877248;13877248;136269824;2,19916E+12;True;Normal;3133440;3133440;00:00:00.1562500;SndVol;15;True;3;System.Diagnostics.ProcessStartInfo;02/05/2017 10:45;;System.Diagnostics.ProcessThreadCollection;00:00:00.2187500;00:00:00.0625000;119955456;2,19914E+12;False;;;;12640256;12640256;;
SPDESIGN;3;916;1433587712;72351744;73105408;51704;C:\Program Files\Microsoft Office\Office15\SPDESIGN.EXE;Microsoft Corporation;8,46875;15.0.4849.1000;15.0.4849.1000;Microsoft SharePoint Designer;Microsoft Office 2013;Process;8;;False;;2992;Microsoft.Win32.SafeHandles.SafeProcessHandle;916;11444;.;591014;https://groupeiform.sharepoint.com/sites/TestDamien/Dev;System.Diagnostics.ProcessModule (SPDESIGN.EXE);1413120;204800;System.Diagnostics.ProcessModuleCollection;51704;51704;73105408;73105408;1133800;1133800;108904448;108904448;125788160;125788160;1647222784;1647222784;True;Normal;73105408;73105408;00:00:03.6875000;SPDESIGN;15;True;3;System.Diagnostics.ProcessStartInfo;02/05/2017 08:50;;System.Diagnostics.ProcessThreadCollection;00:00:08.4687500;00:00:04.7812500;1433587712;1433587712;False;;;;72351744;72351744;;
spoolsv;0;484;2,19912E+12;3420160;17326080;34944;;;;;;;;Process;8;;;;;;484;1672;.;0;;;;;;34944;34944;17326080;17326080;179416;179416;20340736;20340736;23834624;23834624;117686272;2,19914E+12;;;17326080;17326080;;spoolsv;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;98467840;2,19912E+12;False;;;;3420160;3420160;;
sppsvc;0;206;2,19909E+12;14376960;9826304;9912;;;;;;;;Process;8;;;;;;206;8936;.;0;;;;;;9912;9912;9826304;9826304;86672;86672;13078528;13078528;22691840;22691840;68784128;2,19909E+12;;;9826304;9826304;;sppsvc;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;65552384;2,19909E+12;False;;;;14376960;14376960;;
